"medida","valor","percentual"
"Mínimo observado",0.0820209973753281,8.20209973753281
"Máximo observado",0.116797900262467,11.6797900262467
"Limite simultâneo inferior de 95%",0.0822178477690289,8.22178477690289
"Limite simultâneo superior de 95%",0.117782152230971,11.7782152230971
