"evento","prob_teorica","freq_observada","diferenca"
"Dezena 10 sorteada",10,11.6797900262467,1.67979002624672
"Exatamente 3 dezenas pares",32.9251480009732,30.7742782152231,-2.15086978575006
"6 dezenas pares",1.18603519584786,1.24671916010499,0.0606839642571237
"6 dezenas ímpares",1.18603519584786,1.27952755905512,0.093492363207255
"Todas as dezenas <= 30",1.18603519584786,1.11548556430446,-0.0705496315434012
